id,master_mac,hid_mac,child1_mac,child2_mac,child3_mac,child4_mac,child5_mac,child6_mac,power_mode
1,3083986a02d8,f412fac08edc,c049ef910d24,c049ef910c28,3083986bcf30,c049ef910c88,c049ef910cc4,c049ef910ca4,B
